,Age,Attrition,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,MonthlyIncome,MonthlyRate,PercentSalaryHike,RelationshipSatisfaction,PerformanceRating,WorkLifeBalance,YearsInCurrentRole,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime,Attrition
141,45,No,29,3,3,3,3452,9752,13,2,3,2,5,6,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
142,38,No,3,5,4,3,4317,2302,20,2,4,3,2,3,2,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
143,30,No,18,3,1,3,2632,23910,14,3,3,2,4,5,0,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
144,32,No,9,2,4,1,4668,22812,17,4,3,4,7,8,0,7,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
145,30,No,5,3,4,3,3204,10415,14,4,3,3,2,3,2,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
146,30,No,2,1,2,2,2720,11162,13,4,3,3,3,5,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
147,41,No,10,3,4,2,17181,12888,13,2,3,2,6,7,7,7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
148,41,No,9,4,3,3,2238,6961,21,4,4,3,0,5,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
149,19,No,3,1,2,3,1483,16102,14,4,3,3,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
150,40,No,26,3,2,3,5605,8504,11,1,3,3,7,20,2,13,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
151,35,No,1,5,3,3,7295,11439,13,1,3,3,8,10,0,6,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
152,53,No,6,2,2,3,2306,16047,20,4,4,1,7,7,4,5,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
153,45,No,9,3,2,3,2348,10901,18,3,3,1,9,17,0,15,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
154,32,No,8,3,2,3,8998,15589,14,4,3,3,8,9,3,7,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
155,29,No,1,1,4,3,4319,26283,13,1,3,3,7,10,0,9,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
156,51,No,7,4,2,2,6132,13983,17,3,3,3,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
157,58,No,9,3,2,2,3346,11873,20,2,4,2,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
158,40,No,4,4,3,2,10855,8552,11,1,3,2,11,12,2,11,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
159,34,No,2,4,3,3,2231,11314,18,4,3,3,3,4,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
160,22,No,19,1,3,3,2323,11992,24,1,4,3,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
161,27,No,9,3,4,3,2024,5970,18,4,3,1,2,2,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
162,28,No,21,3,3,3,2713,6672,11,3,3,1,2,5,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
163,57,No,24,2,3,4,9439,23402,16,2,3,1,3,5,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
164,27,No,3,3,3,2,2566,25326,15,4,3,2,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
165,50,No,11,3,3,3,19926,17053,15,2,3,3,4,5,4,4,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
166,41,No,14,3,1,3,2451,4609,12,1,3,3,8,9,1,8,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
167,30,No,5,3,2,3,9419,8053,12,3,3,3,9,10,7,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
168,38,No,1,4,1,2,8686,12930,22,3,4,4,3,8,0,7,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
169,32,No,6,5,3,3,3038,12430,20,1,4,3,4,5,1,4,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
170,27,No,17,3,3,3,3058,13364,16,4,3,2,2,5,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
171,19,Yes,1,1,3,1,2325,20989,21,1,4,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
172,36,No,3,2,4,3,2088,15062,12,3,3,2,7,8,7,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
173,30,No,9,3,3,3,3072,11012,11,3,3,3,9,12,6,10,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
174,45,No,4,2,3,3,5006,6319,11,1,3,4,4,5,0,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
175,56,No,8,3,3,3,4257,13939,18,3,3,3,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
176,33,No,2,3,3,3,2500,10515,14,1,3,4,1,3,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
177,19,Yes,2,3,2,2,1102,9241,22,3,4,2,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
178,46,No,1,2,2,3,10453,2137,25,3,4,3,13,24,15,7,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
179,38,No,9,2,3,3,2288,6319,12,3,3,3,2,2,2,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
180,31,No,12,1,3,3,3929,6984,23,3,4,3,2,4,0,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
181,34,No,27,2,4,3,2311,5711,15,4,3,3,2,3,1,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
182,41,Yes,20,2,2,3,3140,21728,22,4,4,2,3,4,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
183,50,No,1,3,3,2,3690,3425,15,4,3,2,2,3,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
184,53,No,13,2,4,4,4450,26250,11,3,3,3,2,4,1,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
185,33,No,14,3,4,3,2756,4673,13,4,3,3,7,8,1,6,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
186,40,No,4,1,4,3,19033,6499,14,2,3,3,8,20,9,9,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
187,55,No,14,4,3,4,18722,13339,11,4,3,3,15,24,2,15,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
188,34,No,2,1,4,2,9547,14074,17,3,3,2,9,10,1,9,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
189,51,No,3,3,4,3,13734,7192,18,3,3,3,7,7,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
190,52,No,1,4,3,2,19999,5678,14,1,3,3,18,33,11,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
191,27,No,9,3,4,3,2279,11781,16,4,3,2,7,7,0,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
192,35,Yes,23,2,2,2,5916,15497,13,1,3,3,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
193,43,No,7,3,4,4,2089,5228,14,4,3,4,4,5,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
194,45,No,2,2,1,2,16792,20462,23,4,4,3,8,20,11,8,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
195,37,No,21,3,2,4,3564,22977,12,1,3,2,7,8,1,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
196,35,No,2,3,2,3,4425,15986,11,4,3,3,2,6,1,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
197,42,No,21,2,3,3,5265,16439,16,2,3,3,3,5,0,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
198,38,No,2,4,4,3,6553,7259,14,2,3,3,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
199,38,No,29,3,4,3,6261,4185,18,1,3,1,7,7,1,7,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
200,27,No,1,1,3,2,4298,9679,19,3,3,3,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
201,49,No,18,4,4,3,6804,23793,15,1,3,3,7,7,1,7,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
202,34,No,10,4,4,3,3815,5972,17,4,3,4,3,5,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
203,40,No,19,2,3,3,2741,16523,15,3,3,4,2,7,3,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
204,38,Yes,29,1,2,3,6673,11354,19,2,3,3,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1
205,29,Yes,27,3,2,3,7639,24525,22,4,4,2,4,10,1,9,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
206,22,No,5,3,4,4,2328,12392,16,1,3,2,2,4,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
207,36,No,18,1,2,3,2153,7703,13,1,3,3,1,8,1,7,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
208,40,No,9,5,4,2,4876,14242,14,4,3,1,2,3,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
209,46,No,1,4,4,3,9396,12368,16,3,3,3,2,4,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
210,32,Yes,4,4,4,1,10400,25812,11,3,3,2,8,14,9,8,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
211,30,No,1,1,3,2,8474,20925,22,3,4,3,8,11,5,8,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
212,27,No,20,3,4,3,9981,12916,14,4,3,3,7,7,0,7,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
213,51,No,8,4,2,2,12490,15736,16,4,3,1,9,10,4,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
214,30,Yes,3,3,4,3,2657,8556,11,3,3,3,2,5,0,4,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
215,41,No,6,3,4,3,13591,14674,18,3,3,3,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
216,30,Yes,26,4,3,2,6696,22967,15,3,3,2,3,6,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
217,29,Yes,1,3,3,3,2058,19757,14,4,3,2,2,6,1,5,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
218,45,No,6,3,4,2,8865,16840,12,4,3,3,7,19,12,8,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
219,54,No,3,3,4,3,5940,17011,14,4,3,3,2,6,0,5,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
220,36,No,5,2,4,3,5914,9945,16,4,3,4,11,13,3,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
221,33,No,4,4,3,2,2622,13248,21,4,4,3,2,3,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
222,37,No,11,3,2,3,12185,10056,14,3,3,3,8,10,0,7,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
223,38,No,3,3,1,3,10609,9647,12,3,3,2,10,16,5,13,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
224,31,No,1,4,3,1,4345,4381,12,4,3,3,4,5,1,4,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
225,59,No,3,3,3,2,2177,8456,17,1,3,3,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
226,37,No,4,4,1,3,2793,2539,17,3,3,3,8,9,5,8,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
227,29,No,1,1,2,3,7918,6599,14,4,3,3,10,11,4,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
228,35,No,1,3,3,3,8789,9096,14,1,3,4,7,10,0,8,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
229,29,Yes,18,1,3,2,2389,14961,13,3,3,2,3,4,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
230,52,No,2,3,3,2,3212,3300,15,2,3,2,2,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
231,42,No,4,2,3,3,19232,4933,11,4,3,3,17,22,11,15,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
232,59,No,6,2,2,3,2267,25657,17,4,3,2,2,2,2,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
233,50,No,1,4,4,3,19517,24118,11,3,3,2,0,7,0,6,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
234,33,Yes,14,3,3,3,2436,22149,13,3,3,1,4,5,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1
235,43,No,16,3,4,3,16064,7744,22,3,4,3,13,17,1,9,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
236,33,Yes,2,2,1,3,2707,21509,20,1,4,4,7,9,1,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
237,52,No,2,4,1,2,19068,21030,18,4,3,4,7,33,15,12,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
238,32,No,4,2,3,3,3931,20990,11,1,3,3,3,4,1,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
239,32,Yes,1,3,4,2,3730,9571,14,4,3,1,2,3,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1
240,39,No,1,4,3,3,2232,15417,14,3,3,3,2,3,1,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
241,32,No,26,4,3,3,4465,12069,18,1,3,3,2,3,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
242,41,No,19,2,3,3,3072,19877,16,1,3,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
243,40,No,24,2,1,3,3319,24447,17,1,3,3,8,9,4,7,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
244,45,No,1,3,3,4,19202,15970,11,3,3,3,0,24,1,7,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
245,31,No,3,4,2,3,13675,13523,12,1,3,3,2,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
246,33,No,5,4,3,2,2911,14776,13,3,3,2,2,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
247,34,No,2,4,4,2,5957,23687,13,2,3,3,9,11,5,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
248,37,No,1,2,3,2,3920,18697,14,1,3,2,1,3,0,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
249,45,No,7,4,1,4,6434,5118,17,4,3,3,2,3,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
250,37,Yes,10,3,1,3,10048,22573,11,2,3,3,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
251,39,No,2,4,3,3,10938,6420,25,4,4,3,6,19,11,8,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
252,29,No,15,3,3,3,2340,22673,19,1,3,3,5,6,1,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
253,42,No,17,2,4,4,6545,23016,13,3,3,3,2,3,0,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
254,29,No,20,2,4,3,6931,10732,14,4,3,3,2,3,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
255,25,No,1,3,1,3,4898,7505,12,4,3,3,2,4,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
256,42,No,2,3,4,2,2593,8007,11,3,3,3,6,9,7,8,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
257,40,No,2,2,1,3,19436,5949,19,4,3,3,7,21,3,9,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
258,51,No,1,3,3,3,2723,23231,11,2,3,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
259,31,Yes,29,2,3,2,3479,11652,11,2,3,4,4,5,1,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
260,32,No,7,3,2,4,2794,26062,20,3,4,1,1,5,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
261,38,No,2,2,4,2,5249,19682,18,4,3,3,7,8,7,5,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
262,32,No,2,1,4,2,2176,19737,13,4,3,3,2,6,0,4,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
263,46,No,2,3,3,1,16872,14977,12,2,3,2,7,7,7,7,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
264,28,Yes,2,4,1,3,3485,14935,11,3,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
265,29,No,2,3,1,2,6644,3687,19,2,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
266,31,No,23,3,2,2,5582,14408,21,2,4,3,0,9,7,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
267,25,No,5,2,2,4,4000,18384,12,4,3,3,3,6,1,5,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
268,45,No,20,2,3,3,13496,7501,14,2,3,3,7,20,4,10,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
269,36,No,6,3,4,3,3210,20251,11,3,3,3,13,15,10,11,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
270,55,No,1,3,4,3,19045,18938,14,3,3,3,10,36,4,13,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
271,47,Yes,29,4,1,3,11849,10268,12,4,3,2,7,10,9,9,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1
272,28,No,9,3,4,3,2070,2613,23,4,4,2,2,5,0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
273,37,No,6,4,3,3,6502,22825,14,2,3,4,4,5,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
274,21,No,3,2,4,2,3230,10531,17,1,3,4,2,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
275,37,No,1,4,1,3,13603,11677,18,1,3,3,2,5,0,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
276,35,No,22,3,2,4,11996,19100,18,2,3,2,7,7,6,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
277,38,No,7,2,1,4,5605,19191,24,3,4,3,0,8,7,7,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
278,26,No,1,3,3,3,6397,26767,20,1,4,1,5,6,1,4,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
279,50,No,4,1,1,3,19144,15815,14,1,3,2,4,10,1,6,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
280,53,No,3,4,3,3,17584,21016,16,4,3,2,3,5,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
281,42,No,1,1,2,3,4907,24532,25,3,4,3,16,20,11,6,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
282,29,No,2,2,2,3,4554,20260,18,1,3,2,7,10,0,9,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
283,55,No,20,2,2,3,5415,15972,19,4,3,3,7,10,0,8,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
284,26,No,11,2,1,3,4741,22722,13,3,3,3,3,5,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
285,37,No,1,3,4,3,2115,15881,12,2,3,3,12,17,5,7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
286,44,Yes,24,3,4,3,3161,19920,22,4,4,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1
